uuid	patent_id	text	dependent	sequence	exemplary
0004inom63zcai6bicufzpvff	4197978	A method of making an integral structural member as claimed in claim 12 wherein the piece of fillet material placed in said die has a circular cross section.	NULL	13	False
0004ix8xlguftcgx8rcjye82d	7634529	A system, comprising:at least one server computer configured to operate with at least one other computer connected by a network;said at least one server computer including at least one microchip having at least one microprocessor with at least one control unit and at least two or four or eight or 16 or 32 or 64 or 128 or 256 or 512 or 1024 processing units, said at least one control unit configured to allow at least one user of said at least one server computer to control said at least two or four or eight or 16 or 32 or 64 or 128 or 256 or 512 or 1024 processing units, said at least one microchip including at least one power management component;and said at least one server computer including at least one internal firewall, said at least one internal firewall configured to allow and/or deny access to portions of said at least one microchip both to said at least one user of said at least one server computer and to at least one user of said at least one microchip from said at least one network of computers during at least one shared use of said at least one microchip; and said at least one internal firewall being configured to deny access to portions of said at least one microchip from said at least one network of computers.	NULL	60	False
0004k52ecw23bgcuhxe8zzc3m	6651324	The process of claim 1 wherein forming of the conductive core further comprises:electrolytically depositing the areas of thick electrically conductive material upon the thin base of electrically conductive material.	1	3	False
0004kxmpsbet5sf5bi387ubf3	6212556	The method of claim 13, wherein switching includes using a routing switch within the application layer of the OSI model to perform application layer routing.	NULL	14	False
0004lzqurqmnntg5wgwnbev29	7292504	A seismic sensor according to claim 1 further including means for producing a seismic output signal.	1	6	False
0004m2vqqw33o1ijuilag8kat	7327425	The method claimed in claim 11, wherein the aligning treatment includes irradiating the alignment layer with light.	11	13	False
0004mgnfkmv9dtxoy5p0ijibw	5505957	A transdermal drug delivery system, comprising a laminate composite of:(a) a first permeable membrane to be placed in contact with a patient's skin;(b) a transfer gel layer disposed on said first permeable membrane;(c) a second permeable membrane disposed on said transfer gel layer;(d) a reservoir layer disposed above said second permeable membrane, said reservoir layer being formed of medicament micro-encapsulated in a multiplicity of frangible microspheres; and(e) activation means for activating said microspheres and releasing a given amount of medicament from said microspheres in said reservoir layer for contact with the patient's skin, said activation means including a slide tab with a wedge mechanism for rupturing said microspheres.	NULL	1	True
0004mp3fa4c2ffjdyprdi6qwg	6945184	The method of claim 4 wherein the first and second repeats are cut apart to form rugs.	4	6	False
0004mqvo2xum8u5xh826kmkhr	4990884	The apparatus of claim 10 wherein said means for comparing includes a microcomputer connected to said analog-to-digital converter, said microcomputer storing said predetermined limit in its internal memory.	NULL	11	False
0004nfwvu050x2im5vq5brkj9	9096231	A method of preventing rollback of a mobile machine, comprising:receiving an input indicative of a desired travel direction of the mobile machine;detecting an actual travel direction of the mobile machine;making a determination that the actual travel direction is opposite the desired travel direction;determining a transmission load of the mobile machine by determining a pressure of the transmission;monitoring manual braking input from an operator of the mobile machine; andselectively controlling a transmission torque output of the mobile machine based on the determination and based on whether a manual braking input from the operator is detected, and controlling the torque output of the transmission after an operator manual braking input is no longer detected to a same level of torque output as existed before the operator manual braking input was detected.	NULL	10	False
0004nnqam3jlmp31fglnxq9rb	9041373	The controller of claim 1, wherein if the switching frequency is larger than a maximum sleep frequency in the sleep mode, the switching converter will exit the sleep mode and resume to normal operation.	1	4	False
0004o1gtzmjxhgg02jtxkgh0d	7822200	The method of claim 1, wherein the asymmetric public key is based, at least in part, on the first identity key.	1	10	False
0004o5nq9xgq61weho8ztc03b	5863531	The tubular living stromal tissue of claim 1 in which the stromal cells are fibroblasts.	NULL	2	False
0004omqtcvj85c689c3zxidf7	4020760	A variable stroke positive displacement liquid pump unit for metering a precise amount of printing ink for use with a printing press, said pump unit comprising a cylindrical pump casing, an inlet port and an outlet port in the sides of said casing, a rotatably and reciprocally moveable cylindrical plunger extending into said casing through one axial end thereof with said plunger having an axially extending flat portion adapted to overlie said inlet port and said outlet port during different degrees of rotation of said plunger and during different amounts of stroke of the plunger and having the cylindrical plunger extend over said inlet and outlet port when said plunger is completely extended into said casing, means for rotating said plunger whereby the flat portion extends over said inlet port during a portion of the axial movement of said plunger out of said casing and over said outlet port during a portion of the axial movement of said plunger into said casing, a slidable yoke rotatably supporting one end of said plunger, a rotatable cam shaft having a cam rise thereon, a rotatable screw threaded in said yoke on the opposite side of said cam shaft from said plunger and adapted to engage said cam rise when said plunger is moved out of said pumping chamber, spring means urging said screw toward said cam rise and said plunger into said casing, and adjustment means for rotating said screw to vary its position with respect to said one end of said plunger whereby the amount of movement of said yoke and plunger in a direction away from said pumping chamber may be varied.	NULL	1	True
0004oozxljbmk1pn8nv4wv2w4	6663565	An ultrasonic diagnostic apparatus comprising:a transmitting/receiving unit configured to transmit an ultrasound wave to an object to be examined in accordance with a first code at a first rate, receive a first reception signal, transmit an ultrasound wave to the object in accordance with a second code at a second rate, and receive a second reception signal from the object; a first processor configured to estimate a motion of a tissue in the object between the first and second rates on the basis of the first and second reception signals and the first and second codes; a second processor configured to compensate the first and second reception signals on the basis of the estimated motion; and a unit configured to generate image data on the basis of the compensated first and second reception signals.	NULL	17	False
0004p5oh8sk3phgrvgzb22aof	4277206	A combination of a cutting tool and a chip breaker:a. said cutting tool comprising:1. a shank;2. a head portion; and,3. a cutting bit positioned on said head portion;b. said chip breaker comprising:4. a yoke having a base, a first arm and a second arm;5. in an end view said yoke presenting the configuration of a U-member;6. said first arm having a first adjusting means to assist in positioning said yoke on said cutting tool juxtapositioned to said cutting bit;7. a breaking member;8. means to permit said breaking member and said first arm to move relative to each other;9. said second arm having a second adjusting means to assist in positioning said yoke on second cutting tool.	NULL	5	True
0004phm1dt6nvt74wsd35r5hh	7793598	A plastic panel comprising first and second joinable portions, said portions each comprising:a support backing including an outer surface and an inner face; anda plurality of ribs extending outwardly away from said inner face,wherein the ribs of a first grouping thereof are disposed to extend across a first area of the face in a first direction in general parallelism relative to one another, andwherein the ribs of a second grouping thereof are disposed to extend across a second area of the face in a second direction which is not parallel with said first direction,said portions being configured, disposed and arranged so as to join with one another in generally overlapping and mated relationship with said outer surfaces disposed in spaced apart opposing relationship, with the first grouping of ribs of the first portion disposed in intermeshing and mating relationship with the first grouping of ribs of the second portion, and with the second grouping of ribs of the first portion disposed in intermeshing and mating relationship with the second grouping of ribs of the second portion whereby to present said plastic panel,wherein each of said portions includes a peripheral wall which extends around the ribs, and wherein said walls have shoulders which are disposed in abutting relationship when the potions are joined together.	NULL	1	True
0004q4dj07j59qy5fb331su7f	RE38007	The method of claim 56, wherein said data signals are compressed signals, and further comprising the step of decoding the decrypted data signals.	56	58	False
0004qbnuhbxi4hph713fnxj1j	9725869	The assembly of claim 1, wherein the first pivot mechanism and the second pivot mechanism include at least one of a pin, rod, shaft, bolt, bushing, sleeve and rotary coupling.	1	8	False
0004qdk522it1cso4sdjkbkkw	8577361	The wireless communication base station apparatus according to claim 2, wherein the power control section determines a control function of the second power control based on the reception level of the downlink common pilot signal transmitted from the macro base station.	2	4	False
0004r3nslncyicyomswo9vyd3	4727378	A method according to claim 2 including the step of varying the frequency of electrical signals applied to the piezoelectric crystal while the purging outlet is open.	NULL	3	False
0004sk6rol1sstgrm03e9sjkx	8177995	A piezoelectric body according to claim 14, being produced by epitaxial growth.	14	15	False
0004sme7zdescbmrnrqn66sih	8885082	The sensor according to claim 12, wherein the first pattern is separated from a gate electrode of a transistor and the second pattern is a gate electrode of a transistor.	12	16	False
0004tmup2vszwsdmu5c0fibfh	7489557	The method of claim 3, wherein the signal indicating the consecutive write commands comprises a successive-writing start command.	3	6	False
0004uiwd36b6m8e7brobgcim8	4852923	An adjustable keeper mechanism constructed and arranged for securing a first structure relative to a second structure, said mechanism comprising:a connecting element having a longitudinal axis for joining a first structure to a second structure;an assembly for adjusting the position of said connecting element along its longitudinal axis relative to the structures:said assembly including a driver and a rotatable drive unit;said driver having a tool operable, free, first end at the exterior surface of one of said structures and a second end opposite thereto, said driver second end having a threaded meshing surface thereon;said drive unit receiving said connecting element and having a second meshing surface and means for translating rotational movement thereof into linear movement of said connecting element, along its longitudinal axis, said second meshing surface having gear teeth arranged for interacting engagement with said driver threaded meshing surface;means for preventing rotatational movement of said connecting element as said connecting element is longitudinally adjusted by rotation of said drive unit; andsaid driver having a length predetermined by the depth at which said assembly is mounted from the exterior surface of said structures, permitting the mounting of said adjustable keeper mechanism and its said assembly over a range of depths within said first and second structures.	NULL	7	False
0004unrq99ealgnlsi6pl83ed	5673025	The invention of claim 1, and further comprising an air vent check valve operatively coupled with the top portion of the sensing chamber for allowing air to enter the sensing chamber to replace oil that has exited the sensing chamber during operation.	NULL	3	False
0004uz8osvo494zbo5t468ism	9229413	The image forming apparatus according to claim 1, wherein the conveyance path includes branching and merging.	1	3	False
0004vbra9wmfwdjfxa21i8quq	6847948	The client computer of claim 17, wherein said predetermined value associated with said software is a software license number.	17	22	False
0004vpwfgwy8hri9fz74z3zgk	8943335	The system of claim 1 wherein the specified one of the events from the timekeeper is operable to automatically trigger an enable request to the module in the low-power sleep mode, and wherein, in response to the enable request, the module processes the event and then returns to the low-power sleep mode.	1	10	False
0004vtj4e1uu3o59pnki0m3zq	5325085	The alarm device defined in claim 1 wherein said means for affixing comprises slots.	NULL	4	False
0004wekru7mnfkvsibf0gux5x	5786046	The accessory as defined in claim 7 wherein the first disc is constructed of a hard plastic, and the accessory further includes an elastomeric washer positioned over the threaded portion of the bolt and adhesively secured to the face of the first disc opposite said one face so that the head of the bolt is captured between the first disc and the elastomeric washer.	NULL	8	False
0004wghme1yq72s1o4ia5byls	7107947	A method for determining a number of electrically actuated valves to operate in an internal combustion engine operating in a multi-stroke cylinder mode, the method comprising:determining an operating condition of an electrically actuated valve;operating at least one cylinder of said engine in a multi-stroke mode; anddetermining a number of electrically actuated valves to operate, based on said operating condition, in said at least one cylinder operating in said multi-stroke mode, where at least one valve is operated in said at least one cylinder so that said cylinder operates with said determined number of electrically actuated valves.	NULL	9	False
0004wre7dtc63m427q1m08f1t	8649556	A method for tracking an object in an image sequence, wherein a track in the image sequence is associated with a track signature, the track signature comprising at least one mode, said method comprising the steps of:detecting the object in a current frame of the image sequence;associating the detected object with a representative signature;determining a spatial difference indicating a difference in size or position between the track and the detected object;determining a visual difference between the at least one mode of the track signature and the representative signature;combining the spatial difference and the visual difference into a combined difference; andassociating the detected object with the track if the combined difference is less than a combined difference threshold.	NULL	1	True
0004xfwaunkh25ur2kf7ear1b	8769711	The method according to claim 1, wherein said step of directly optically examining at least one subsection of the sample by the optical measurement system includes carrying out at least one of the following methods: examination by means of optical microscopy, fluorescence measurement method and absorption measurement method.	1	14	False
0004z7gqkf9sduuemyolrzg6n	7358069	A DNA construct according to claim 1 wherein the cloning site further comprises a ccdB nucleotide sequence.	1	18	False
0004zycico9dsfflzo7x6eoga	7225491	The method of claim 5 comprising:partially filling an outsole shell with a cushioning filler;clamping at least one of the upper, midsole and insole into registration with the partially filled outsole shell; andallowing the cushioning filler to cure in-situ whereby said cushioning filler is bonded directly to at least one of said midsole, insole and upper.	5	7	False
00050z7mvtvg1oygb7xvcl143	9488203	The connector device of claim 1, wherein each of the plurality of bars includes a locking pin that attaches the bar to the sleeve, the locking pin configured to allow an end the bar to rotate to extend outward from the shaft in order to react against the locking end of the shaft and at least one wall of the receptacle.	1	2	False
00051468lz4ku3gx1et82kb2f	4498222	A process for clinching a wire rope on a buckle base, which process comprises the following consecutive steps:fixing a starting anchor block metal sleeve on the wire;subjecting the starting anchor block material to a first clinching operation to form a preformed anchor block bearing steps extending radially outwardly thereon; andsubjecting the preformed anchor block and the buckle base in combination to a second clinching operation to clinch the resultant anchor block on the buckle base, which second clinching operation is applied in a direction at an angle or angles substantially different from the first clinching operation to scatter the resulting stresses.	NULL	3	False
000522k1g5tmclr6jvti6w9es	5738778	A method according to claim 1, wherein the electricity supply system of the electrodes is isolated from the main source of electric power.	NULL	9	False
00052e750t8m55ln279q3p2v6	8690551	The modular seal bag assembly of claim 3, wherein each of the plurality of nozzles includes a central passage configured to permit the transfer of fluid from a corresponding seal bag to the interior space of the first or second end cap.	3	5	False
000532zpmzqamqhk7vnpwq7ra	6326983	The electronic image generator of claim 1, wherein said representation is capable of representing complex color and transparency values.	NULL	11	False
00053gjt8v3gdxmh7su6s28bh	6345216	A motor control apparatus for a vehicle having and engine which is connected to a transmission through a clutch, and which is connected to a motor having both driving and power-generating functions, and controlling both driving and power-generating states of the motor based on a traveling state of the vehicle and a running state of the engine, comprising: a vehicle velocity sensor for detecting a vehicle velocity of the vehicle; an engine rotational speed sensor for detecting an engine rotational speed of the engine; a first clutch switch which becomes off when the clutch is fully engaged, and successively from the fully engaged state becomes on when the clutch is moved toward a partially engaged state; a second clutch switch which becomes off when the clutch is fully released, and successively from the fully released state becomes on when the clutch is moved toward a partially engaged state; and a motor control means for controlling so as to generate electricity by the motor, determining as the approval of an idling power-generating control state, when at least one of the following two neutral determining conditions, which are set to determine that the transmission is neutral, is satisfied: the condition that a vehicle velocity is zero and an engine rotational speed exceeds zero, and the condition that a vehicle velocity is zero and the second clutch switch is off.	NULL	1	True
00053nq3hp6j62ws4klfycp71	7817727	The apparatus, as recited in claim 6, wherein an individual one of the plurality of circuit portions comprises:at least a first pair of devices having a first conductivity type and being responsive to a first differential control signal, individual devices of the at least a first pair of devices being coupled to the first common node; andat least a second pair of devices having a second conductivity type opposite to the first conductivity type and being responsive to a second differential control signal, individual devices of the at least a second pair of devices being coupled to the second common node,wherein the first and second differential control signals are complementary to each other and are based, at least in part, on the data signal.	6	8	False
000542le8sp1euvnyvyskq0u8	8551702	The method according to claim 1 wherein the first and second anchor probes are ligated together in first step to form an extended anchor, and in a separate subsequent step the sequencing probe is ligated to the extended anchor to form the probe ligation product.	1	19	False
00054ntisvgraexsafmhfmlv9	9162224	The device according to claim 1, wherein the second metal layer is provided on the substrate such that the second metal layer extends to include and exceed the two separate areas where the first metal layer overlaps the second metal layer.	1	11	False
0005671qwjgv1sc9tmwbpy905	4201497	The apparatus of claim 1, wherein the casing elements are arranged for support on the support members on the region of at least one of said walls, and the plate elements are arranged substantially perpendicularly to one of the walls.	NULL	2	False
000578q2l1n5hpg6gho05j1gd	4871917	The assembly of claim 2 including a plurality of additional apertures aligned in a row adjacent and parallel to said first aperture; said emitter means including a plurality of energy emitting sources, each of said sources mounted in one of said aligned apertures; said detector means including an infrared energy sensor.	NULL	6	False
00057ox7ljmhzlu3quk0hqps7	6422630	The door of claim 1 wherein said means for restricting rotation comprises:a pair of chains; each chain having one end attached to an end of one said elongated member respectively and distal from said joining edge; each said chain having another end attached to an edge of said rear door (18) distal from said joining edge providing that the rear door (18) is supported in its upright orientation when the tail gate (14) is down and the door panel (18) is vertical.	1	4	False
000585fnvbggsu9flocwq8b6g	6562369	The method of claim 22, wherein the amount of inorganic hydroxide in the formulation is the total of (a) the amount required to neutralize any acidic species in the formulation plus (b) an amount equal to approximately 0.5 wt. % to 3.0 wt. % of the formulation.	22	23	False
00058by0y75ql3m7ovlq6gt2p	7392665	A refrigerator comprising:a refrigerator body;a refrigerating compartment located at a relatively upper portion of the refrigerator body;a freezing compartment located at a relatively lower portion of the refrigerator body;an ice compartment located at a position corresponding to the refrigerating compartment;an ice maker located within the ice compartment;means for guiding air along a supply path from the freezing compartment to the ice compartment; andmeans extending from the ice compartment for enabling passage of air between the ice compartment and the freezing compartment.	NULL	20	False
0005b0htggfni4o77uj6xyawi	9681222	The wearable device of claim 1, wherein the communication module is configured to support local wireless communication in connection with a wireless terminal of the user which is communicable with a base station coupled to a communication network.	1	6	False
0005b42tkiodni8yxe11slau8	6820161	The method as recited in claim 1, wherein the step of clearing at least a portion of the cached memory comprises clearing the entire contents of the cached memory.	1	5	False
0005c5flzb1mwtcsyvx26qfkf	9452357	A non-transitory computer-readable storage medium storing a game program causing a computer controlling a first display unit, a second display unit, and a touch panel mounted on the surface of the second display unit to function as:a customization mode starting means for starting a customization mode to customize display contents of the second display unit in operating or stopping a game execution mode to execute the game; furtherin the game execution mode,a game image display means for displaying a game image which proceeds in response to an operation input, a first game image display means information image regarding game progress on the first display unit, and a second information image regarding the game progress on the second display unit;a panel image display means for displaying an operation panel image corresponding to an operation associated with progress of the game, a panel image including display panel image corresponding to a display associated with the process of the game;a game control means for drawing a game image when processing corresponding to the operation is performed and providing the game image to the game image display means when an operation to the operation panel image is detected on the touch panel; furtherin the customization mode,a panel image registration means for displaying the panel image display area and a candidate image which is a candidate of the panel image displayed on the panel image display area, and for arranging and displaying the candidate image when a selection operation is performed in the panel image display area as the panel image when the selection operation of the candidate image is detected on the touch panel on the second display unit,the game image display means for rendering the first information image not displayed, when the first information image and the second information image are equal.	NULL	13	False
0005dltpdjholj6zis31vupay	5711629	The assembly according to claim 1 wherein said mounting assembly includes a shaft having a first end and a second end and an externally threaded region formed about said second end.	NULL	5	False
0005e0hukiexzc76bopkwdwv6	5895651	The fusion protein of claim 1 wherein X is 2.	NULL	3	False
0005e22u0oam9u7nkf21ptip9	8239581	The data storage device of claim 14, wherein the data storage device is part of an assembly including a host device, and wherein the data storage device is in electrical communication with the host device via at least one of the one or more connectors.	14	17	False
0005e5pa5yt461t9odxxy296c	8415652	The memristor of claim 1, wherein the switching material comprises a material selected from the group consisting of transition metal oxides and metal oxides and wherein the relatively conducting material is selected from the group consisting of transition metals, metals, and relatively conducting transition metal oxides having a conductivity at least 10 times compared to that of the switching material.	1	3	False
0005e6y6o0pz709pf881x1kmr	7671145	The epoxy-capped polymer of claim 1, wherein the divinyl ether is diethylene glycol divinyl ether.	1	14	False
0005ecczctji1cvpf8ocd5dwu	5156569	Process according to claim 2 including the step of bending edge sides from the metal sheet.	NULL	6	False
0005eodxws0x9tamuyb0wu5pl	6169938	The system of claim 24 wherein the function is a constant.	NULL	25	False
0005fu509vxqf4ewnag5h67qu	7719888	The memory device of claim 22, wherein the control circuitry is configured to apply the first pass voltage at a value approximately equal to:PVmax+Vtwidth+&#x3b3;*(&#x221a;(1+VBL)&#x2212;1)+Vs+Vtmax wherein:PVmax=a verify voltage for a maximum threshold voltage that corresponds to a data state;Vtmax=the maximum threshold voltage that corresponds to the data state;Vtwidth=a voltage range of a threshold voltage distribution;&#x3b3;=a body effect parameter;VBL=a voltage on the data line; andVs=a source voltage.	22	24	False
0005fvlelbvs3hit1zoa3elf7	7749636	The fuel cell of claim 2, wherein said adhesive is deposited onto at least one of a prominence of said three-dimensional sealing structure, an edge region of said sealing structure, and an entire surface of said sealing structure.	2	7	False
0005gcb1147pdgssgj0qr9bhk	9460858	The monolithic ceramic electronic component according to claim 1, wherein the solder-receivable portion includes upper and lower portions disposed above and below the strip-shaped portions.	1	12	False
0005gzli9zmq5w7bu1klh5dx2	5169317	An educational toy as claimed in claim 10 wherein each tubular member is cut adjacent its outlet end to provide an outlet orifice so that the balls drop from the tubular members upon partial removal of said removable means.	NULL	19	False
0005i7djgwkvlqjf7rzil3g0u	6971031	The method of claim 6, wherein:the profile information includes one or more of name, address, date of birth, country of citizenship, type and duration of immigration visa, passport number and the country of issuance, and criminal record.	6	7	False
0005ivx1ub8kj43kj3n86k25s	7727751	The process according to claim 15, wherein the transesterification reaction is carried out under agitation at a temperature of from 25 to 30&#xb0; C.	15	16	False
0005j9ay01obeon7v8f7267zg	8796191	The composition of claim 4 wherein the surfactant comprises polyisobutylene substituted succinic acid, polyisobutylene substituted succinic anhydride, a salt thereof, or a mixture thereof.	4	8	False
0005jlc51lz3lzyaj1obmyw4t	8409864	A system as defined in claim 32 wherein the light source is a LED.	32	41	False
0005js9w7y4oheopjp40chv1f	6781462	A semiconductor device containing a power amplifier comprising:an input terminal receiving two different input voltages and outputting a current corresponding to a difference in the input voltages; an output terminal outputting an amplified signal corresponding to the current output from the input terminal; a feedback circuit for performing negative feedback between the output terminal and the input terminal; and a control circuit for controlling the bias current of the output terminal and comprising a distortion sensor, an absolute value circuit, and a distortion signal amplifier.	NULL	7	False
0005jx9ktfdfr24if12eewr43	7152988	The method as claimed in claim 9, wherein the point light source is selected from a group consisting of LED, mercury lamp and halogen lamp.	9	11	False
0005kkl9ceiud387sdk9eh5wx	6053899	The device of claim 5 further comprising the fiber material.	NULL	6	False
0005kthyxa128nzansw53gayn	4322253	A method of fabricating a single crystalline silicon material having a band gap energy greater than 1.1 eV by the incorporation of atomic hydrogen therein, comprising:converting a part of a body of single crystalline silicon adjacent a surface into an amorphous region of graded crystallinity;exposing said amorphous region to atomic hydrogen whereby an integral region of hydrogenated amorphous silicon of graded crystallinity is formed adjacent said crystalline body; andannealing said hydrogenated amorphous silicon region with a laser for a sufficient time and at a sufficient power density to convert said region into single crystalline silicon without substantial out-gasing of the hydrogen.	NULL	1	True
0005ku8ogdkog17fv09fax2zy	5045583	A composition according to claim 1 wherein component (b) is O-allyl-N,N-dioctadecylhydroxylamine.	NULL	10	False
0005m4um1y6y1mfsn3fbzdmb4	6238029	The electronics cabinet according to claim 1, further comprising two foot plates secured to a bottom-side of said base, spaced apart on opposite sides of an underside of said base central portion and having longitudinal lengths which extend parallel to said width of said cabinet.	NULL	2	False
0005mc0y2shbmpy3hrm8013iv	7958138	The method of claim 1, wherein said indicator of related material of step (c) comprises at least one link to a source of said related material.	1	22	False
0005n6f0nkaxmrng78lz0u1pc	6326249	The method according to claim 1, wherein said semiconductor device is selected from the group consisting of cellular phone, a video camera, a portable computer, a head-mounted display, a projection display, a still camera, and a portable information terminal.	NULL	22	False
0005na1eu34zugdhm4lhtpzba	6089206	The internal combustion engine according to claim 30 wherein the controller is adapted to change the desired fuel air ratio to a value outside a predetermined forbidden region after a changeover of the target fuel air ratio from the first ratio level for the stratified mode to the second ratio level for the homogeneous mode.	NULL	31	False
0005nca4ja53xk6nib42d28bk	7862179	The dual-mode projection apparatus of claim 1, wherein the remote device is selected from the list comprising: a presentation computer; a video game player; a DVD player; a digital video recorder; a set-top box; a cable receiver; a satellite receiver; an entertainment unit; a controller; and a television.	1	13	False
0005nsx5risjlrjxo6bkygfm9	4099533	A dome structure according to claim 8 in which said membrane is a flexible fabric.	NULL	9	False
0005o4hqckfw3okkz2c3udp24	6859976	The cartridge according to claim 66, wherein the securing means comprises at least one aperture within the cartridge for mating with at least one protrusion within the cleaning apparatus.	66	67	False
0005pg2gbj83kpu80m4cyq4ri	8540470	A nut fastener, comprising:a retaining ring comprising a first rotational retaining member engageable with a shaft thereby preventing relative rotation between said retaining ring and said shaft, a pressure surface adapted to apply longitudinal force to an apparatus, a first longitudinal retaining member, a first torque bearing surface, a first spring abutment surface, and a second rotational retaining member;a collar comprising a third rotational retaining member engaged with said second rotational retaining member thereby preventing relative rotation between said collar and said retaining ring, a second spring abutment surface, a fourth rotational retaining member, and an engagement surface;a spring disposed between said first spring abutment surface and said second spring abutment surface, said spring thereby biasing said collar away from said retaining ring and said collar being longitudinally moveable toward said retaining ring by compressing said spring, and;a nut comprising a second longitudinal retaining member engaged with said first longitudinal retaining member thereby preventing said nut and said retaining ring from separating from each other, a second torque bearing surface engaged with said first torque bearing surface thereby translating torque from said nut to said retaining ring, a fifth rotational retaining member engageable with said fourth rotational retaining member thereby preventing relative rotation between said nut and said collar when said collar is biased away from said retaining ring by said spring, inner threads engageable with external threads on said shaft, and a plurality of wrench bearing surfaces engageable with a tool to rotate said nut;wherein a force applied to said engagement surface compresses said spring and moves said collar toward said retaining ring, said fourth rotational retaining member and said fifth rotational retaining member thereby disengaging from each other to allow relative rotation between said nut and said collar;wherein said fourth rotational retaining member is a ratchet tooth with an inclined surface and a locking surface and the fifth rotational retaining member is a corresponding ratchet tooth with a corresponding inclined surface and a corresponding locking surface, said inclined surfaces biasing said collar toward said retaining ring to allow relative rotation between said nut and said collar in a tightening direction, and when said force is not applied said locking surfaces prevent relative rotation between said nut and said collar in a loosening direction.	NULL	30	False
0005pkr3phjqn243qbb0v8rds	5807504	A plastic which is stabilized against the action of light, oxygen and heat, comprising: a plastic, and 0.005 to 5.0% by weight, based on the amount of said plastic, of the stabilizer mixture of claim 3.	NULL	15	False
0005qaaykh6xsvlmc813g8ywn	5763134	The composition of claim 8 wherein said iron arene complex comprises (.eta..sup.6 -isopropylbenzene)(.eta..sup.5 -cyclopentadienyl)iron (II) hexafluorophosphate or (.eta..sup.6 -Xylenes) (.eta..sup.5 -cyclopentadienyl)iron (II) hexafluoroantimonate.	NULL	12	False
0005qdle5y13c8cotplcl906h	4549265	The improvement claimed in claim 4 wherein the measuring paths are equiangularly distributed within the beam and the post-conditioning factor is further inversely proportional to the cosine of the angle enclosed by the central ray and the associated measuring path along which the measurement of the post-conditioned data element was taken.	NULL	5	False
0005qippdg3tdi0vqa0vgbuha	9617393	The method according to claim 1, wherein the odorous substances comprise at least one of dimethydisulphide, dimethyltrisulphide, dimethyltetrasulphide, guaiacol, ethylguaiacol and other phenolic compounds.	1	11	False
0005qmk47lmakix6juud9gqgr	6061880	The fastener of claim 1 wherein said first and second resilient clamping element loop portions open in the same direction.	NULL	2	False
0005ri0a6fatzbm9drxckgg9f	6115207	The apparatus according to claim 6 wherein said endless belts on both pairs of fingers include return courses parallel to the linear courses on the fingers.	NULL	8	False
0005rt21d8l8swimvh3ai2aj7	6822578	The multiple warning signal light of claim 8, wherein the motorized vehicle is an emergency vehicle.	8	14	False
0005ruvu3qwxhb003jp8vrfdo	9525429	The method of claim 18, further comprising:up-sampling a digital data corresponding to a first sampling frequency to generate an unfiltered digital input corresponding to the filtered digital input, the unfiltered digital input corresponding to a second sampling frequency; andoperating the digital filter, the first digital modulator, and the second digital modulator with a clock frequency equal to the second sampling frequency.	18	19	False
0005spdkgphk04zpma7kisyq4	9346260	The flexographic printing system of claim 1, further including:an ink recovery tank; andan ink recovery valve positioned downstream of the recirculation pump;wherein when the ink recovery valve is in a first position the ink is directed through the distribution tube into the ink reservoir, and when the ink recovery valve is in a second position the ink is diverted into the ink recovery tank.	1	16	False
0005t70uj1ekxmjaj5ehie5yp	7486086	The method according to claim 8, wherein the first control signal, the first input signal and the second input signal have the same frequency, the first control signal and the second control signal have the same high level, the first control signal, the first input signal and the second input signal have a low level equal to 0, and when the PMOS transistor is enabled, the first input signal and the second input signal have the high level; when the NMOS transistor is enabled, the first input signal and the second input signal have the low level.	8	9	False
0005w9k9kgmmvlhlk19ykq0gj	9105684	The method of claim 11, comprising:after the additional oxide layer is formed, performing a second CMP to planarize so that the mask nitride layer on a surface of the substrate is partially etched; andremoving the mask nitride layer.	11	12	False
0005x1xzbye3cs8l3pay3nx67	4775347	A method as claimed in any one of claims 1, 2 or 3,wherein said application of said continuous electrically conductive thin film is performed by spattering.	NULL	4	False
0005y2py4942fnu8nq4oyvfzl	6173987	An air bag apparatus as claimed in claim 2 wherein an arresting groove for engaging said letting off preventing means is provided at said terminal portion of said pad cover.	NULL	3	False
0005ygoh8fcnblpq50datn7u0	8373659	The gaming system of claim 36 wherein said wireless communication can be conducted at least in part through inductive coupling between said RFID tag and said compatible RF reader device.	36	39	False
0005yh3opjsqdspbq0o1ijrks	6570755	The system as defined in claim 14 wherein the pivotal connection includes arcuate guides on the base portion.	14	16	False
0005zbtkr638pgj67p6ert9rw	9621594	The non-transitory computer readable medium of claim 16, wherein analyzing the received, requested data items comprises analyzing cached results that relate to the posture of the target device.	16	17	False
0005zxtfn9dn0zrm9lw6slwnd	7857853	The spinal implant of claim 1, wherein: said body provides a wedge shape.	1	18	False
000609dkk45e7hqkjqhpdnxh5	7616176	The method of claim 14, wherein sustain pulses are alternately applied to the first electrodes and the second electrodes, and the third electrodes are biased by the fourth voltage during a second period of the sustain interval.	14	16	False
